nama_tempat,user,review,rating
Devils Marbles,Ingrid de Keijzer,"This place is in my top 10 of the most bizarre places I have seen on earth. It looks like the set of an SF movie. So surreal! The sometimes spherical red boulders with a bright blue sky in the background will remain in my memory forever.
If you're cruising the Stuart Highway, you really have to take the Devils Marbles exit!",5
Devils Marbles,Thibaut Carrel,Amazing place but it's way too hot 🥵 …,5
Devils Marbles,Rolf Groenenwald,Fantastic secluded spot. We arrived there in the evening and were fascinated. The evening atmosphere was wonderful. Eucalyptus grows between the rock balls.,5
Devils Marbles,Isawesome Travel,I wonder if aliens dropped the rocks on this desolate place. It's so interesting.,5
Devils Marbles,Jinok Han,"Ah, I want to go again. The stones are so pretty and cute. How come the photos come out so well?
It is difficult to access via regular travel routes, so plan well. I also visited for the third time.",5
Devils Marbles,Mathias Giersig,Impressive place in the middle of nowhere.,5
Devils Marbles,Lucia,"A bunch of very special big rocks. Come take some pictures and walk around, but I don’t think you need to stay overnight.",5
Devils Marbles,Gauthier Metayer,"Beautiful and historic wild natural place, to do when you are passing through this country 👍 …",5
Devils Marbles,Kome Hana,The huge rust-red round rocks piled up on top of each other and set on the red ground are a stunning natural formation that is one of the most Australian in the world.,5
Devils Marbles,Maria Huber,"Very impressive, great subject for extraordinary photos.",5
Devils Marbles,vero nick,"Pleasant surprise, great and deserves more publicity.",4
Devils Marbles,Sergey Gerasimov,Cool pile of stones,5
Devils Marbles,풍요로운은퇴생활,It's really amazing how these stones exist in the middle of the desert.,5
Devils Marbles,Reinier den Uijl,We were here in 2001,5
Devils Marbles,ISB INS,"A fantastic array of small and large stone spheres, up to 4 meters in diameter. While walking, you quickly get far from the parking lot and may have trouble finding your way back in the dark. The ""roundest"" sphere is about 500 meters from …",5
